study	name	release_date
9771	Euro-barometer 36.0:  Regional Identity and Perceptions of the Third World, Fall 1991   	1994-10-17 00:00:00
9772	Study of Tribal and Alaska Native Juvenile Justice Systems in The United States, 1990	1992-10-31 00:00:00
9773	Expenditure and Employment Data for the Criminal Justice System [United States]: CJEE Extracts File, 1989	1992-10-31 00:00:00
9774	Extending Health Insurance to the Working Poor: An Assessment of Health Status and Health Care Utilization Effects Among New York City Home Health Attendants, February 1990-June 1991	1995-08-16 00:00:00
9775	Campaign Expenditures in the United States, 1989-1990:  Freedom of Information Act (FOIA) Data	1993-02-12 00:00:00
9776	Current Population Survey, October 1990:  School Enrollment	1992-10-31 00:00:00
9777	Wheat Trade and Wheat Prices in France, 1486-1913	1993-02-14 00:00:00
9780	National Nursing Home Survey, 1969	1993-10-11 00:00:00
9781	CBS News/New York Times Clarence Thomas Nomination Poll, September-October 1991	1992-10-31 00:00:00
9782	Census of Population and Housing, 1990 [United States]:  Summary Tape File 3A	1993-02-11 00:00:00
9783	Census of Population and Housing, 1990 [United States]: Public Law (P.L.) 94-171 Data (One-Half Sample Adjusted Redistricting File)	1992-10-31 00:00:00
9784	International Social Science Program: Work Orientations, 1989	1992-10-31 00:00:00
9785	Uniform Crime Reporting Program Data [United States]: County-Level Detailed Arrest and Offense Data, 1990	1993-05-13 00:00:00
9786	Teenage Attitudes and Practices Survey, 1989:  [United States]	1993-02-11 00:00:00
9787	Census of Population and Housing, 1990 [United States]: Tiger/Census Tract Street index File (Version 1)	1992-11-01 00:00:00
9788	Repeat Complaint Address Policing: Two Field Experiments in Minneapolis, 1985-1987	1993-01-06 00:00:00
9789	Effects of Cognitive Interviewing, Practice, and Interview Style on Children's Recall Performance in California, 1989-1990  	1992-10-31 00:00:00
9790	Changing Patterns of Drug Abuse and Criminality Among Crack Cocaine Users in New York City: Criminal Histories and Criminal Justice System Processing, 1983-1984, 1986	1992-10-31 00:00:00
9791	Effects of Drug Testing on Defendant Risk in Dade County, Florida, 1987  	1992-10-31 00:00:00
9792	National Youth Gang Intervention and Suppression Survey, 1980-1987	1992-10-31 00:00:00
9793	Evaluation of a Repeat Offender Unit in Phoenix, Arizona, 1987-1989	1992-10-31 00:00:00
9794	Annual Survey of Governments, 1990:  Employment Statistics	1992-10-31 00:00:00
9795	Infant Health and Development Program (IHDP): Enhancing the Outcomes of Low Birth Weight, Premature Infants in the United States, 1985-1988	1993-01-06 00:00:00
9796	National Health Interview Survey, 1974:  Hypertension Supplement	1992-10-31 00:00:00
9797	National Health Interview Survey, 1974:  Medical Care Supplement	1992-10-31 00:00:00
9798	National Health Interview Survey, 1974: Currently Employed Supplement	1992-10-31 00:00:00
9799	National Health Interview Survey, 1973:  Prescribed Medicine Supplement	1992-10-31 00:00:00
9800	National Health Interview Survey, 1969	1992-10-31 00:00:00
9801	CBS News/New York Times October Politics Survey, October 15-17, 1991	1992-10-31 00:00:00
9802	Social Organization of the United States National Labor Policy Domain, 1981-1987	1993-02-12 00:00:00
9803	CBS News/New York Times October Foreign Policy/Congressional Scandal Poll, October 5-7, 1991	1992-10-31 00:00:00
9804	CBS News/New York Times Overnight Union of Soviet Socialist Republics (USSR) Survey, August 20, 1991	1992-10-31 00:00:00
9805	Second Malaysian Family Life Survey: 1988 Interviews	1993-02-14 00:00:00
9806	County Statistics File 4 (CO-STAT 4):  [United States]	1992-10-31 00:00:00
9807	Evaluation of Arizona Pretrial Services Drug Testing Programs, 1987-1989	1992-10-31 00:00:00
9808	Minneapolis Intervention Project, 1986-1987	1993-01-06 00:00:00
9809	Current Population Survey, May 1991:  Multiple Job Holding and Work Schedules	1992-10-31 00:00:00
9810	Census of Population and Housing, 1990 [United States]:  Tiger/Census Tract Comparability File	1992-10-31 00:00:00
9811	Multiple Cause of Death, 1984	1993-04-09 00:00:00
9812	Multiple Cause of Death, 1985 	1993-04-09 00:00:00
9813	National Nursing Home Survey Follow-Up: Wave I, 1987	1993-02-12 00:00:00
9814	National Medical Expenditure Survey, 1987:  Household Survey, Dental Visit Data [Public Use Tape 14.3]	1993-02-12 00:00:00
9815	American Housing Survey, 1989: MSA Core File	1992-10-31 00:00:00
9816	Nationwide Personal Transportation Survey, 1990: [United States]	1992-10-31 00:00:00
9817	Consumer Expenditure Survey, 1990: Interview Survey, Detailed Expenditure Files	1992-10-31 00:00:00
9818	Faculty Retirement in the Arts and Sciences:  Source Data for 33 United States Colleges and Universities, 1985-1990	1992-10-31 00:00:00
9819	Capital Punishment in the United States, 1973-1990	1993-02-14 00:00:00
9820	Consumer Expenditure Survey, 1990: Interview Survey	1992-10-31 00:00:00
9821	Consumer Expenditure Survey, 1990: Diary Survey	1992-10-31 00:00:00
9822	United States Congressional Roll Call Voting Records, 1789-1990:  Reformatted Data  	1992-10-31 00:00:00
9823	Survey of Lawyers in the Metropolitan New York Media Market, 1989	1993-02-12 00:00:00
9824	Census of Public and Private Juvenile Detention, Correctional, and Shelter Facilities, 1990-1991: [United States]	1993-10-11 00:00:00
9825	National Hospital Discharge Survey, 1976	1993-02-12 00:00:00
9826	National Hospital Discharge Survey, 1975	1993-02-12 00:00:00
9827	National Hospital Discharge Survey, 1973	1993-02-12 00:00:00
9828	Campaign Expenditures in the United States, 1989-1990:  Reports on Financial Activity (RFA) Data	1992-10-31 00:00:00
9829	Panel Study of Voluntary Associations in Ten Towns in Nebraska, 1983-1989  	1996-10-01 00:00:00
9830	National Ambulatory Medical Care Survey, 1989	1993-02-12 00:00:00
9831	National Ambulatory Medical Care Survey, 1990	1993-02-12 00:00:00
9832	German Social Survey (ALLBUS), 1991	1992-10-31 00:00:00
9833	National Household Survey on Drug Abuse, 1990	1993-02-14 00:00:00
9834	Census of Population and Housing, 1990 [United States]:  Summary Tape File 1C	1993-02-11 00:00:00
9835	Contiguous County File, 1991:  [United States]	1992-10-31 00:00:00
9836	Chinese Household Income Project, 1988	1993-04-09 00:00:00
9837	National Survey of Judges and Court Practitioners, 1991  	1993-04-09 00:00:00
9838	National Nursing Home Survey Follow-Up: Wave II, 1988	1993-02-12 00:00:00
9839	National Health Interview Survey, 1990	1993-02-12 00:00:00
9840	National Medical Expenditure Survey, 1987:  Household Survey, Hospital Stays Data [Public Use Tape 14.4]	1993-02-12 00:00:00
9841	Consumer Expenditure Survey, 1989: Interview Survey, Detailed Expenditure Files	1993-02-12 00:00:00
9842	Consumer Expenditure Survey, 1988: Interview Survey, Detailed Expenditure Files	1993-02-12 00:00:00
9843	Costing Study of the Clients of the Mobile Community Treatment Program [1987-1988: Madison, Wisconsin]	1995-10-12 00:00:00
9844	Prosecutorial Discretion and Plea Bargaining in Federal Criminal Courts in the United States, 1983-1990  	1993-04-09 00:00:00
9845	Impact of Sentencing Guidelines on the Use of Incarceration in Federal Criminal Courts in the United States, 1984-1990  	1993-04-09 00:00:00
9846	Schools and Staffing Survey, 1987-1988:  [United States]	1992-10-31 00:00:00
9847	Euro-barometer 37.0:  Awareness and Importance of Maastricht and the Future of the European Community, March-April 1992 	1993-05-13 00:00:00
9848	Census of Population and Housing, 1990 [United States]:  Summary Tape File 2B	1993-02-14 00:00:00
9849	National Corrections Reporting Program, 1989	1993-12-18 00:00:00
9850	British Crime Survey, 1988	1993-04-03 00:00:00
9851	Consumer Expenditure Surveys, 1980-1989: Interview Surveys, for Household-Level Analysis	1994-04-01 00:00:00
9852	Voter Research and Surveys Presidential Primary Exit Polls, 1992  	1992-10-31 00:00:00
9853	American Housing Survey, 1985: MSA Core and Supplement File	1993-12-18 00:00:00
9854	National Health and Nutrition Examination Survey I: Epidemiologic Follow-Up Study, 1987	1993-02-12 00:00:00
9855	Survey of Income and Program Participation (SIPP)  [1991 Panel]  	1993-02-14 00:00:00
9856	Annual Survey of Governments, 1990:  Finance Statistics	1993-02-14 00:00:00
9857	American Housing Survey, 1989: National File	1993-02-14 00:00:00
9858	Integrated Postsecondary Education Data System (IPEDS):  Earned Degrees, 1989-1990	1993-02-12 00:00:00
9859	National Education Longitudinal Study, 1988:  First Follow-up (1990)      	1993-02-14 00:00:00
9860	CBS News/New York Times/Turner Broadcasting System Japan Poll, November 18-21, 1991	1993-02-14 00:00:00
9861	WCBS-TV News/New York Times New York City and Suburban Poll, November 1991 	1993-02-14 00:00:00
9862	CBS News/New York Times Health Care Poll, August 18-22, 1991	1993-02-12 00:00:00
9863	CBS News/New York Times National Survey, June 3-6, 1991	1993-02-14 00:00:00
9864	CBS News/New York Times National Survey, May 7-8, 1991	1993-02-14 00:00:00
9865	CBS News Polling America, March 17-19, 1991	1993-02-14 00:00:00
9871	Monitoring the Future:  A Continuing Study of the Lifestyles and Values of Youth, 1991	1993-05-02 00:00:00
9872	Consolidated Federal Funds Report (CFFR), Fiscal Year 1991	1993-02-14 00:00:00
9873	Occupational Data from the 1860 United States Census	1993-04-09 00:00:00
9874	Political Support in Canada, 1983-1988	1993-04-09 00:00:00
9875	Americans' Use of Time, 1985	1993-04-09 00:00:00
9876	Census of Population and Housing, 1990 [United States]:  Summary Tape File 2C	1995-12-20 00:00:00
9877	National Household Education Survey, 1991	1993-02-12 00:00:00
9878	Census of Population and Housing, 1990 [United States]: Modified Age/Race, Sex, and Hispanic Origin (MARS) State and County File	1993-02-14 00:00:00
9879	Multiple Cause of Death, 1983	1993-05-13 00:00:00
9880	Multiple Cause of Death, 1982	1993-05-13 00:00:00
9881	National Medical Expenditure Survey, 1987: Ambulatory Medical Visit Data [Public Use Tape 14.5]	1993-04-09 00:00:00
9882	ABC News Politics Poll #2, March 1992	1993-02-14 00:00:00
9883	ABC News Politics Poll #1, March 1992	1993-02-14 00:00:00
9884	ABC News/Washington Post State of the Union Poll, January 1992	1993-02-14 00:00:00
9885	ABC News Clinton Poll #1, January 1992	1993-02-14 00:00:00
9886	Washington Post District of Columbia Politics Poll, February 1992 	1993-02-14 00:00:00
9887	ABC News/Washington Post Poll, January 1992	1993-10-11 00:00:00
9888	ABC News/Washington Post Super Bowl Poll, January 1992	1993-02-14 00:00:00
9889	ABC News/NHK Japan Poll, November 1991	1993-02-14 00:00:00
9890	ABC News/Washington Post Poll, December 1991	1993-10-11 00:00:00
9891	Center for Research on Social Reality [Spain] Survey, February 1991: The Use of Time	1993-02-12 00:00:00
9892	Center for Research on Social Reality [Spain] Survey, March 1991: Attitudes Toward Immigrants	1993-02-12 00:00:00
9893	Center for Research on Social Reality [Spain] Survey, April 1991: Social inequalities Based on Sex and Age	1993-02-12 00:00:00
9894	Center for Research on Social Reality [Spain] Survey, May 1991: Education and Social Mobility	1993-02-12 00:00:00
9895	Center for Research on Social Reality [Spain] Survey, June 1991: Political Culture	1993-02-12 00:00:00
9896	Center for Research on Social Reality [Spain] Survey, July 1991: Economic Attitudes and Behavior	1993-02-12 00:00:00
9897	Center for Research on Social Reality [Spain] Survey, October 1991: Life Styles	1993-02-12 00:00:00
9898	Center for Research on Social Reality [Spain] Survey, November 1991: Religiosity and Social Ethics	1993-02-12 00:00:00
9899	Center for Research on Social Reality [Spain] Survey, December 1991: Drugs as a Social Problem	1993-02-12 00:00:00
9900	Tecumseh Mortality Follow-up Study, 1978	1993-04-09 00:00:00
9901	National Medical Expenditure Survey, 1987: Policyholders of Private Insurance: Premiums, Payment Sources, and Types and Source of Coverage [Public Use Tape 15]	1993-04-09 00:00:00
9902	Intergenerational Study of Parents and Children, 1962-1993: [Detroit]	1993-05-13 00:00:00
9903	National Material Capabilities Data, 1816-1985	1993-04-09 00:00:00
9904	National Capability Data: Annual Series, 1950-1988	1993-04-09 00:00:00
9905	Correlates of War Project: International and Civil War Data, 1816-1992	1994-05-20 00:00:00
9906	National Health Interview Survey, 1984: Supplement on Aging, Multiple Cause of Death, 1984-1991	1993-04-09 00:00:00
9907	Murder Cases in 33 Large Urban Counties in the United States, 1988	1993-10-11 00:00:00
9908	Census of State and Federal Adult Correctional Facilities, 1990  	1993-10-31 00:00:00
9909	National Health Interview Survey, 1990:  AIDS Knowledge and Attitudes Supplement	1993-04-09 00:00:00
9910	National Health Interview Survey, 1990: Hearing Supplement	1993-04-09 00:00:00
9911	National Health Interview Survey, 1990:  Health Promotion and Disease Prevention (HPDP) Injury Control and Child Safety and Health Supplement	1993-04-09 00:00:00
9912	National Health Interview Survey, 1990: Health Promotion and Disease Prevention (HPDP) Pregnancy and Smoking Supplement	1993-04-09 00:00:00
9913	National Health Interview Survey, 1990: Podiatry Supplement	1993-04-09 00:00:00
9914	National Health Interview Survey, 1990: Health Promotion and Disease Prevention (HPDP) Sample Person Supplement	1993-04-09 00:00:00
9915	Established Populations for Epidemiologic Studies of the Elderly, 1981-1993: [East Boston, Massachusetts, Iowa and Washington Counties, Iowa, New Haven, Connecticut, and North Central North Carolina]	1993-04-09 00:00:00
9916	Crime Commission Rates Among Incarcerated Felons in Nebraska, 1986-1990	1993-10-02 00:00:00
9917	Management of Death Row Inmates, 1986-1987: [United States]	1993-10-02 00:00:00
9918	Caseflow Management and Delay Reduction in Urban Trial Courts of the United States, 1979, 1983-1985	1995-12-20 00:00:00
9919	Deterring Drug Use With Intensive Probation in New Jersey, 1989-1990	1993-10-02 00:00:00
9920	Criminal Victimization Among Women in Cleveland, Ohio:  Impact on Health Status and Medical Service Usage, 1986	1994-01-04 00:00:00
9921	Validating Prison Security Classification Instruments in Hawaii, 1984-1985	1993-10-02 00:00:00
9922	Criminal Violence and Incapacitation in California, 1962-1988	1993-10-02 00:00:00
9923	National Assessment Program Survey of Criminal Justice Personnel in the United States, 1986	1993-10-02 00:00:00
9924	Anticipating Community Drug Problems in Washington, DC, and Portland, Oregon, 1984-1990	1993-10-02 00:00:00
9925	Reporting of Drug-Related Crimes:  Resident and Police Perspectives in the United States, 1988-1990	1993-10-02 00:00:00
9926	Shock Incarceration in Louisiana, 1987-1989	1993-12-18 00:00:00
9927	Current Population Survey:  Annual Demographic File, 1992	1993-04-09 00:00:00
9928	Employment, Hours, and Earnings in States and Areas of the United States, 1940-1991	1995-03-16 00:00:00
9929	Census of Population and Housing, 1990 [United States]:  Equal Employment Opportunity (EEO) File	1993-04-09 00:00:00
9930	ABC News Perot Poll #1, July 1992	1993-04-09 00:00:00
9931	ABC News Perot Poll #2, July 1992	1993-04-09 00:00:00
9932	ABC News Democratic Convention Poll #3, July 1992	1993-04-09 00:00:00
9933	ABC News Democratic Convention Poll #2, July 1992	1993-04-09 00:00:00
9934	ABC News/Washington Post Poll, July 1992	1993-04-09 00:00:00
9935	ABC News/Washington Post Democratic Delegate Poll, July 1992	1993-04-09 00:00:00
9936	ABC News Women's Issues Poll, July 1992	1993-04-09 00:00:00
9937	WABC-TV/NEWSDAY New York State Poll #2, June 1992 	1993-05-13 00:00:00
9938	Washington Post Weekend Leisure Poll, June 1992 	1993-05-13 00:00:00
9939	ABC News/Washington Post Poll, June 1992	1993-05-13 00:00:00
9940	ABC News/Washington Post Race Relations Poll, May 1992	1993-05-13 00:00:00
9941	ABC News/Washington Post Los Angeles Beating Poll, April 1992	1993-05-13 00:00:00
9942	ABC News Angry Voter Poll, April 1992	1993-05-13 00:00:00
9943	WABC-TV New York State Primary Poll, March 1992 	1993-05-13 00:00:00
9944	National Medical Expenditure Survey, 1987: Household Survey Data on Home Health Care and Medical Equipment Purchases and Rentals [Public Use Tape 14.2]	1993-04-09 00:00:00
9945	New Soviet Citizen Survey, 1990:  Problems of Peace and Security	1994-10-19 00:00:00
9946	Robert Wood Johnson Foundation Supportive Services for Older Persons Program, 1988-1991: [United States]	1995-10-12 00:00:00
9947	Evaluation of Adult Urine Testing/Drug Use Surveillance Project in Washington, DC, 1984-1986	1993-05-13 00:00:00
9948	National Youth Survey [United States]: Wave VI, 1983	1993-05-13 00:00:00
9949	Survey of Pension Providers, 1983:[United States]	1993-10-11 00:00:00
9950	Dutch Parliamentary Election Study, 1989	1994-10-19 00:00:00
9951	Census of Population and Housing, 1990 [United States]:  Public Use Microdata Sample:  1-Percent Sample	1993-04-09 00:00:00
9952	Census of Population and Housing, 1990 [United States]:  Public Use Microdata Sample:  5-Percent Sample	1993-04-09 00:00:00
9953	Annual Survey of Governments, 1989:  Employment Statistics	1993-04-09 00:00:00
9954	National Black Election Panel Study, 1984 and 1988	1993-10-11 00:00:00
9955	Great Power Wars, 1495-1815	1994-05-20 00:00:00
9956	Euro-barometer 37.0 and 37.1:  European Drug Prevention Program, March-May 1992  	1995-03-27 00:00:00
9957	Euro-barometer 37.1:  Consumer Goods and Social Security, April-May 1992 	1995-03-16 00:00:00
9958	Euro-Barometer 37.2: Elderly Europeans, April-May 1992	1995-03-16 00:00:00
9959	Historical Analogies, Generational Effects, and Attitudes Toward War in the United States, October 1990-February 1991	1993-05-13 00:00:00
9960	Collective Memory in Lithuania, 1989	1993-05-13 00:00:00
9961	Study of Race, Crime, and Social Policy in Oakland, California, 1976-1982	2000-05-17 00:00:00
9962	Modern Policing and the Control of Illegal Drugs: Testing New Strategies in Oakland, California, and Birmingham, Alabama, 1987-1989	1994-03-10 00:00:00
9963	Implementation of Quantitative Decision Aids in the Oklahoma Probation and Parole System, 1989-1990	1993-12-18 00:00:00
9964	Criminal Careers, Criminal Violence, and Substance Abuse in California, 1963-1983	1998-12-23 00:00:00
9965	Alternative Procedures for Reducing Delays in Criminal Appeals:  Sacramento, Springfield, and Rhode Island, 1983-1984	1993-10-02 00:00:00
9966	Milwaukee Domestic Violence Experiment, 1987-1989	1995-03-16 00:00:00
9968	Evaluating Network Sampling in Victimization Surveys in Peoria, Illinois, 1986	1993-05-13 00:00:00
9969	Automated Reporting System Pilot Project in Los Angeles, 1990	1993-05-13 00:00:00
9970	Evaluation of the Implementation and Impact of the Massachusetts Intensive Probation Supervision Project, 1984-1985	1993-10-02 00:00:00
9971	Perceptual Deterrence and Desistance from Crime:  A Study of Repetitive Serious Property Offenders in Tennessee, 1987-1988    	1993-10-02 00:00:00
9972	Arson Measurement, Analysis, and Prevention in Massachusetts, 1983-1985	1993-10-02 00:00:00
9973	Relationship of Mental Disorder to Violent Behavior in the United States, 1983-1984	1993-10-02 00:00:00
9974	Effects of Legal Supervision of Chronic Addict Offenders in Southern California, 1974-1981	1998-08-03 00:00:00
9976	Classification of Rapists in Massachusetts, 1980-1990	1995-03-27 00:00:00
9977	Evaluation of the Maricopa County [Arizona] Demand Reduction Program, 1989-1991	1994-06-03 00:00:00
9978	Mental Disorder and Violent Crime:  A 20-Year Cohort Study in New York State, 1968-1988	1993-10-11 00:00:00
9979	Drug Abuse as a Predictor of Rearrest or Failure to Appear in Court in New York City, 1984  	1993-05-13 00:00:00
9980	Evaluation of the New York City Police Cadet Corps, 1986-1989	1995-10-30 00:00:00
9981	Line Police Officer Knowledge of Search and Seizure Law:  An Exploratory Multi-city Test in the United States, 1986-1987	1996-06-10 00:00:00
9982	Evaluating Alternative Police Responses to Spouse Assault in Colorado Springs: an Enhanced Replication of the Minneapolis Experiment, 1987-1989	1994-06-03 00:00:00
9983	Survey of Federal Government Employees, November 1991-February 1992 [United States]	1993-05-13 00:00:00
9984	Intra- and Intergenerational Aspects of Serious Domestic Violence and Alcohol and Drug Abuse in Buffalo, 1987	1993-10-02 00:00:00
9985	Impact of the Court Process on Sexually Abused Children in North Carolina, 1983-1986	1993-05-13 00:00:00
9986	Criminal Careers of Juveniles in New York City, 1977-1983  	1993-10-02 00:00:00
9988	Techniques for Assessing the Accuracy of Recidivism Prediction Scales, 1960-1980: [Miami, Albuquerque, New York City, Alameda and Los Angeles Counties, and the State of California]	1993-10-02 00:00:00
9989	Measuring Crime Rates of Prisoners in Colorado, 1988-1989	1997-02-24 00:00:00
9990	Comparison of Drug Control Strategies in San Diego, 1989        	1993-10-02 00:00:00
9991	Modeling the Crime Reduction Effects and Economic Benefits of Drug Abuse Treatment, 1979-1981: [United States]   	1993-10-02 00:00:00
9992	Center for Research on Social Reality [Spain] Survey, April 1992: Justice and Civic Rights	1993-04-09 00:00:00
9993	Center for Research on Social Reality [Spain] Survey, February 1992: Attitudes Toward Science and Technology	1993-04-09 00:00:00
9994	Center for Research on Social Reality [Spain] Survey, January 1992: Supranational Identification	1993-04-09 00:00:00
9995	Center for Research on Social Reality [Spain] Survey, June 1992: Political and Economic Culture	1993-04-09 00:00:00
9996	Center for Research on Social Reality [Spain] Survey, March 1992: Attitudes Toward Immigrants	1993-04-09 00:00:00
9997	Center for Research on Social Reality [Spain] Survey, May 1992: Old Age	1993-04-09 00:00:00
9998	Arrests As Communications to Criminals in St. Louis, 1970, 1972-1982    	1993-10-02 00:00:00
13233	Census of Population and Housing, 2000 [United States]: Summary File 2, Alabama	2002-03-19 00:00:00
13234	Census of Population and Housing, 2000 [United States]:  Summary File 2, Alaska 	2002-03-19 00:00:00
13235	Census of Population and Housing, 2000 [United States]: Summary File 2, Arizona	2002-08-13 00:00:00
13236	Census of Population and Housing, 2000 [United States]: Summary File 2, Arkansas	2002-08-16 00:00:00
13237	Census of Population and Housing, 2000 [United States]: Summary File 2, California	2002-08-16 00:00:00
13238	Census of Population and Housing, 2000 [United States]: Summary File 2, Colorado	2002-07-11 00:00:00
13239	Census of Population and Housing, 2000 [United States]: Summary File 2, Connecticut	2002-07-11 00:00:00
13240	Census of Population and Housing, 2000 [United States]:  Summary File 2, Delaware	2002-04-19 00:00:00
13241	Census of Population and Housing, 2000 [United States]:  Summary File 2, District of Columbia	2002-03-19 00:00:00
13242	Census of Population and Housing, 2000 [United States]: Summary File 2, Florida	2002-08-16 00:00:00
13243	Census of Population and Housing, 2000 [United States]: Summary File 2, Georgia	2002-08-16 00:00:00
13244	Census of Population and Housing, 2000 [United States]:  Summary File 2, Hawaii	2002-03-19 00:00:00
13245	Census of Population and Housing, 2000 [United States]:  Summary File 2, Idaho	2002-05-31 00:00:00
13246	Census of Population and Housing, 2000 [United States]: Summary File 2, Illinois	2002-07-12 00:00:00
13247	Census of Population and Housing, 2000 [United States]: Summary File 2, Indiana	2002-07-12 00:00:00
13248	Census of Population and Housing, 2000 [United States]:  Summary File 2, Iowa	2002-04-19 00:00:00
13249	Census of Population and Housing, 2000 [United States]:  Summary File 2, Kansas	2002-06-07 00:00:00
13250	Census of Population and Housing, 2000 [United States]:  Summary File 2, Kentucky	2002-05-31 00:00:00
13251	Census of Population and Housing, 2000 [United States]: Summary File 2, Louisiana	2002-08-16 00:00:00
13252	Census of Population and Housing, 2000 [United States]:  Summary File 2, Maine	2002-04-30 00:00:00
13253	Census of Population and Housing, 2000 [United States]:  Summary File 2, Maryland	2002-05-29 00:00:00
13254	Census of Population and Housing, 2000 [United States]: Summary File 2, Massachusetts	2002-08-13 00:00:00
13255	Census of Population and Housing, 2000 [United States]:  Summary File 2, Michigan	2002-05-31 00:00:00
13256	Census of Population and Housing, 2000 [United States]:  Summary File 2, Minnesota	2002-05-29 00:00:00
13257	Census of Population and Housing, 2000 [United States]:  Summary File 2, Mississippi	2002-06-07 00:00:00
13258	Census of Population and Housing, 2000 [United States]: Summary File 2, Missouri	2002-07-12 00:00:00
13259	Census of Population and Housing, 2000 [United States]:  Summary File 2, Montana	2002-05-14 00:00:00
13260	Census of Population and Housing, 2000 [United States]: Summary File 2, Nebraska	2002-04-30 00:00:00
13261	Census of Population and Housing, 2000 [United States]:  Summary File 2, Nevada	2002-04-25 00:00:00
13262	Census of Population and Housing, 2000 [United States]:  Summary File 2, New Hampshire	2002-04-25 00:00:00
13263	Census of Population and Housing, 2000 [United States]: Summary File 2, New Jersey	2002-07-12 00:00:00
13264	Census of Population and Housing, 2000 [United States]:  Summary File 2, New Mexico	2002-05-29 00:00:00
13265	Census of Population and Housing, 2000 [United States]:  Summary File 2, New York	2002-06-07 00:00:00
13266	Census of Population and Housing, 2000 [United States]: Summary File 2, North Carolina	2002-08-16 00:00:00
13267	Census of Population and Housing, 2000 [United States]:  Summary File 2, North Dakota	2002-05-14 00:00:00
13268	Census of Population and Housing, 2000 [United States]: Summary File 2, Ohio	2002-08-16 00:00:00
13269	Census of Population and Housing, 2000 [United States]: Summary File 2, Oklahoma	2002-07-12 00:00:00
13270	Census of Population and Housing, 2000 [United States]: Summary File 2, Oregon	2002-08-13 00:00:00
13271	Census of Population and Housing, 2000 [United States]: Summary File 2, Pennsylvania	2002-07-11 00:00:00
13272	Census of Population and Housing, 2000 [United States]:  Summary File 2, Rhode Island	2002-05-22 00:00:00
13273	Census of Population and Housing, 2000 [United States]: Summary File 2, South Carolina	2002-08-16 00:00:00
13274	Census of Population and Housing, 2000 [United States]: Summary File 2, South Dakota	2002-08-13 00:00:00
13275	Census of Population and Housing, 2000 [United States]: Summary File 2, Tennessee	2002-08-13 00:00:00
13276	Census of Population and Housing, 2000 [United States]: Summary File 2, Texas	2002-07-11 00:00:00
13277	Census of Population and Housing, 2000 [United States]: Summary File 2, Utah	2002-08-16 00:00:00
13278	Census of Population and Housing, 2000 [United States]:  Summary File 2, Vermont	2002-05-22 00:00:00
13279	Census of Population and Housing, 2000 [United States]: Summary File 2, Virginia	2002-07-12 00:00:00
13280	Census of Population and Housing, 2000 [United States]: Summary File 2, Washington	2002-07-12 00:00:00
13281	Census of Population and Housing, 2000 [United States]: Summary File 2, West Virginia	2002-07-12 00:00:00
13282	Census of Population and Housing, 2000 [United States]: Summary File 2, Wisconsin	2002-07-11 00:00:00
13283	Census of Population and Housing, 2000 [United States]: Summary File 2, Wyoming	2002-07-12 00:00:00
13284	Census of Population and Housing, 2000 [United States]: Summary File 2, Puerto Rico	2002-07-11 00:00:00
13285	Census of Population and Housing, 2000 [United States]:  Selected Subsets From Summary File 1, Advance National	2002-10-02 00:00:00
13286	Census of Population and Housing, 2000 [United States]: Demographic Profile: 100-percent and Sample Data	2008-05-08 14:57:39
13287	Census of Population and Housing, 2000 [United States]: Census Tract Relationship Files (CTRF)	2002-10-04 00:00:00
13288	Census of Population and Housing, 2000 [United States]:  Summary File 2, Advance National	2002-08-29 00:00:00
13341	Census of Population and Housing, 2000 [United States]:  Public Law (P.L.) 94-171 Data, National File    	2002-08-29 00:00:00
13342	Census of Population and Housing, 2000 [United States]: Summary File 3, Alabama  	2003-01-10 00:00:00
13343	Census of Population and Housing, 2000 [United States]: Summary File 3, Alaska 	2003-01-10 00:00:00
13344	Census of Population and Housing, 2000 [United States]: Summary File 3, Arizona 	2003-01-10 00:00:00
13345	Census of Population and Housing, 2000 [United States]: Summary File 3, Arkansas 	2003-01-10 00:00:00
13346	Census of Population and Housing, 2000 [United States]: Summary File 3, California 	2003-01-10 00:00:00
13347	Census of Population and Housing, 2000 [United States]: Summary File 3, Colorado 	2003-01-10 00:00:00
13348	Census of Population and Housing, 2000 [United States]: Summary File 3, Connecticut 	2003-01-10 00:00:00
13349	Census of Population and Housing, 2000 [United States]: Summary File 3, Delaware 	2003-01-10 00:00:00
13350	Census of Population and Housing, 2000 [United States]: Summary File 3, District of Columbia 	2003-01-10 00:00:00
13351	Census of Population and Housing, 2000 [United States]: Summary File 3, Florida 	2003-01-10 00:00:00
13352	Census of Population and Housing, 2000 [United States]: Summary File 3, Georgia  	2003-01-23 00:00:00
13353	Census of Population and Housing, 2000 [United States]: Summary File 3, Hawaii  	2003-01-23 00:00:00
13354	Census of Population and Housing, 2000 [United States]: Summary File 3, Idaho  	2003-01-23 00:00:00
13355	Census of Population and Housing, 2000 [United States]: Summary File 3, Illinois  	2003-01-23 00:00:00
13356	Census of Population and Housing, 2000 [United States]: Summary File 3, Indiana  	2003-01-23 00:00:00
13357	Census of Population and Housing, 2000 [United States]: Summary File 3, Iowa  	2003-01-23 00:00:00
13358	Census of Population and Housing, 2000 [United States]: Summary File 3, Kansas  	2003-01-23 00:00:00
13359	Census of Population and Housing, 2000 [United States]: Summary File 3, Kentucky  	2003-01-23 00:00:00
13360	Census of Population and Housing, 2000 [United States]: Summary File 3, Louisiana   	2003-01-23 00:00:00
