study	code	description
23742	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23743	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23744	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23745	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23760	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23761	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23762	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23763	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23764	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23765	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23766	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23767	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23768	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23769	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23780	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23781	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23782	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23783	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23800	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23820	II.B	Community and Urban Studies, Detroit Area Studies
23821	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23840	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23841	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23860	XVIII	ICPSR Publication-Related Archive
23861	XIX	External Data Resources
23862	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23900	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23920	XIX	External Data Resources
23940	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23960	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
23980	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
24000	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24001	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24002	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24003	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24004	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24005	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24006	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24007	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24008	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24009	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24010	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24011	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24012	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24013	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24014	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24015	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24016	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24017	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24018	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24019	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24020	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24021	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24022	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24023	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24024	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24025	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24026	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24027	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24028	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24029	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24030	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24031	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24032	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24033	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24034	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24035	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24036	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24037	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24038	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24039	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24040	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24041	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24042	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24043	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24044	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24045	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24046	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24047	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24048	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24049	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24050	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24051	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24052	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24053	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24054	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24055	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24056	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24057	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24058	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24059	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24060	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24061	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24062	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24063	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24064	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24065	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24066	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24067	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24068	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24069	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24070	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24071	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24072	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24073	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24074	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24075	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24076	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24077	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24078	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24079	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24080	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24081	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24082	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24083	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24084	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24085	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24086	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24087	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24088	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24089	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24090	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24091	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24092	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24093	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24094	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24095	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24096	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24097	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24098	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24099	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24100	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24101	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24102	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24103	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24104	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24105	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24106	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24107	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24108	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24109	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24110	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24111	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24112	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24113	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24114	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24115	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24116	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24117	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24118	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24119	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24120	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24121	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24122	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24123	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24124	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24125	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24126	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24127	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24128	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24129	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24130	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24131	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24132	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24133	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24134	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24135	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24136	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24137	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24138	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24139	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24140	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24141	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24142	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24143	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24144	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24145	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24146	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24147	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24148	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24149	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24150	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24151	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24152	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24153	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24154	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24155	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24156	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24157	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24158	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24159	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24160	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24161	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24162	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24163	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24164	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24165	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24166	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24167	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24168	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24169	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24170	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24171	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24172	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24173	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24174	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24175	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24176	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24177	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24178	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24179	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24180	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24181	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24182	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24183	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24184	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24185	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24186	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24187	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24188	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24189	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24190	XIX	External Data Resources
24191	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24192	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24193	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24194	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24195	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24196	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24197	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24198	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24199	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24200	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24201	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24202	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24203	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24204	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24205	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24206	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24207	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24208	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24209	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24210	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24211	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24212	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24213	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24214	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24215	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24216	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24217	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24218	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24219	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24220	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24221	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24222	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24223	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24224	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24225	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24226	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24227	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24228	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24229	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24230	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24231	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24232	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24233	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24234	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24235	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24240	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24260	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24280	IX	Health Care and Health Facilities
24281	IX	Health Care and Health Facilities
24282	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24300	XVII	Social Institutions and Behavior
24300	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24301	XIV	Mass Political Behavior and Attitudes
24301	XIV.B	Mass Political Behavior and Attitudes, Political Participation
24301	XIV.B.1	Mass Political Behavior and Attitudes, Political Participation, United States
24302	XIV	Mass Political Behavior and Attitudes
24302	XIV.A	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes
24302	XIV.A.1	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Primaries, Conventions, and Campaigns
24302	XIV.A.2	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series
24302	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
24303	XIV.B.1	Mass Political Behavior and Attitudes, Political Participation, United States
24320	II.B	Community and Urban Studies, Detroit Area Studies
24340	XIII	Legislative and Deliberative Bodies
24340	XVII.H	Social Institutions and Behavior, Family and Gender
24341	VIII	Governmental Structures, Policies, and Capabilities
24360	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24361	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24362	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24363	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24364	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24382	IX	Health Care and Health Facilities
24383	IX	Health Care and Health Facilities
24384	XVI.A	Social Indicators, United States
24384	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
24385	XI.A	International Systems: Linkages, Relationships, and Events, Dyadic and Small-Group Interaction (Events Data)
24386	III.B	Conflict, Aggression, Violence, Wars, Conflict Between and Among Nations
24386	XI.A	International Systems: Linkages, Relationships, and Events, Dyadic and Small-Group Interaction (Events Data)
24386	XI.D	International Systems: Linkages, Relationships, and Events, Alliances and Military Affairs
24387	XVI.B	Social Indicators, Nations Other Than the United States
24387	XVII.C.2	Social Institutions and Behavior, Socialization, Students, and Youth, Nations Other Than the United States
24400	XVII.H	Social Institutions and Behavior, Family and Gender
24401	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
24402	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
24420	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24421	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24461	IX	Health Care and Health Facilities
24482	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24482	XIV.C.2	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Nations Other Than the United States
24483	XIV	Mass Political Behavior and Attitudes
24501	I.A.2	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Housing Survey Series
24502	XVII.A	Social Institutions and Behavior, Minorities and Race Relations
24503	I.A.5	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Community Survey Series
24541	XVIII	ICPSR Publication-Related Archive
24542	XVIII	ICPSR Publication-Related Archive
24543	XVIII	ICPSR Publication-Related Archive
24544	XII	Legal Systems
24544	XIII.A.1	Legislative and Deliberative Bodies, Historical and Contemporary Roll Call Voting Records, United States
24562	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
24563	XVIII	ICPSR Publication-Related Archive
24582	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24583	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24584	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24585	VII	Geography and Environment
24585	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24586	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24587	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24588	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24589	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24590	XIV	Mass Political Behavior and Attitudes
24591	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24592	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24593	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24594	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24595	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24601	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24602	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24603	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24604	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24605	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24606	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24607	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24608	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24609	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
24610	II	Community and Urban Studies
24611	IV	Economic Behavior and Attitudes
24611	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
24612	IV	Economic Behavior and Attitudes
24612	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
24621	IV	Economic Behavior and Attitudes
24621	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
24641	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24642	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24644	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24661	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24661	XIV.C.2	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Nations Other Than the United States
24681	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
24681	XIV.C.2	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Nations Other Than the United States
24701	XVIII	ICPSR Publication-Related Archive
24721	XII	Legal Systems
24722	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
24722	XX	Fast Track
24723	IX	Health Care and Health Facilities
24741	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24761	IX	Health Care and Health Facilities
24781	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
24782	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
24783	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
24801	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24821	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24861	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24862	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24863	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24864	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24865	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24866	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24881	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
24901	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
24921	XIX	External Data Resources
24922	XIX	External Data Resources
24941	XVII.G	Social Institutions and Behavior, Vital Statistics
24943	IV.B	Economic Behavior and Attitudes, Surveys of Economic Attitudes and Behavior
24943	XVII.F	Social Institutions and Behavior, Leisure and Recreation
24943	XVII.H	Social Institutions and Behavior, Family and Gender
24961	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
24981	XIX	External Data Resources
25002	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25021	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
25041	IX	Health Care and Health Facilities
25042	I.A.5	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Community Survey Series
25061	XVIII	ICPSR Publication-Related Archive
25062	XVIII	ICPSR Publication-Related Archive
25063	XVIII	ICPSR Publication-Related Archive
25081	XVIII	ICPSR Publication-Related Archive
25101	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25103	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25104	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25106	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25107	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25108	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
