study	subject
9573	vandalism
9574	assault
9574	burglary
9574	case processing
9574	drug traffic
9574	felony offenses
9574	homicide
9574	larceny
9574	offenders
9574	probation
9574	recidivism
9574	robbery
9574	suburbs
9574	urban areas
9575	age
9575	census data
9575	census regions
9575	demographic characteristics
9575	ethnicity
9575	Hispanic origins
9575	household composition
9575	housing
9575	housing conditions
9575	population
9575	population characteristics
9575	race
9575	states (USA)
9576	attitudes
9576	child rearing
9576	cultural perceptions
9576	domestic responsibilities
9576	economic conditions
9576	economic integration
9576	employment
9576	European unification
9576	European Union
9576	family work relationship
9576	foreign languages
9576	foreign policy
9576	job history
9576	language study
9576	life satisfaction
9576	parental attitudes
9576	political affiliation
9576	political influence
9576	public opinion
9576	public policy
9576	quality of life
9576	social change
9576	social problems
9576	voter preference
9576	youths
9577	AIDS
9577	alcohol consumption
9577	attitudes
9577	cancer
9577	child care
9577	child rearing
9577	driving under the influence
9577	drug abuse
9577	drug testing
9577	European Union
9577	family work relationship
9577	health attitudes
9577	health problems
9577	job history
9577	life satisfaction
9577	political influence
9577	public opinion
9577	quality of life
9577	risk factors
9577	smoking
9577	social change
9577	unemployment
9578	associations
9578	attitudes
9578	career goals
9578	decision making
9578	economic integration
9578	educational background
9578	European unification
9578	European Union
9578	foreign languages
9578	job history
9578	language study
9578	life satisfaction
9578	memberships
9578	political influence
9578	political perceptions
9578	public opinion
9578	quality of life
9578	recreation
9578	social change
9578	social networks
9578	social problems
9578	sources of information
9578	student organizations
9578	training
9578	values
9578	young adults
9578	youths
9579	attorneys
9579	case processing
9579	district attorneys
9579	evidence
9579	felony courts
9579	felony offenses
9579	plea negotiations
9579	policies and procedures
9579	prosecuting attorneys
9579	prosecution
9579	sentencing
9579	state courts
9579	trial procedures
9580	campaign issues
9580	candidates
9580	congressional elections
9580	domestic policy
9580	economic conditions
9580	foreign policy
9580	government performance
9580	legislators
9580	media coverage
9580	national elections
9580	political affiliation
9580	political attitudes
9580	political campaigns
9580	political efficacy
9580	political issues
9580	political participation
9580	presidential elections
9580	public approval
9580	public opinion
9580	public policy
9580	senatorial elections
9580	social networks
9580	social values
9580	trust in government
9580	United States Senate
9580	voter expectations
9580	voter history
9580	voting behavior
9581	attitudes
9581	class consciousness
9581	government performance
9581	perceptions
9581	political ethics
9581	political interest
9581	political issues
9581	political parties
9581	political systems
9581	protest demonstrations
9581	public opinion
9581	quality of life
9581	social classes
9581	social issues
9581	standard of living
9581	trust in government
9581	voting behavior
9582	class consciousness
9582	government performance
9582	perceptions
9582	political ethics
9582	political interest
9582	political issues
9582	political parties
9582	political systems
9582	protest demonstrations
9582	public opinion
9582	quality of life
9582	social classes
9582	social issues
9582	standard of living
9582	trust in government
9582	voting behavior
9583	chronic disabilities
9583	chronic illnesses
9583	disabilities
9583	doctor visits
9583	families
9583	health
9583	health care
9583	health care services
9583	health problems
9583	hospitalization
9583	household composition
9583	households
9583	illness
9584	civilians
9584	combat
9584	educational background
9584	emigration
9584	ethnic groups
9584	immigrants
9584	jobs
9584	language
9584	military law
9584	military life
9584	military officers
9584	military personnel
9584	military service
9584	morale
9584	nationality
9584	performance
9584	political parties
9584	Soviet Union
9584	training
9584	work attitudes
9584	workforce
9585	alcohol abuse
9585	campus crime
9585	colleges
9585	college students
9585	drug use
9585	drug abuse
9585	universities
9586	addiction
9586	controlled drugs
9586	crime patterns
9586	criminality prediction
9586	demographic characteristics
9586	drug dependence
9586	drug treatment
9586	personality
9586	rehabilitation
9587	alternatives to institutionalization
9587	criminal histories
9587	criminal justice system
9587	electronic monitoring
9587	felony offenses
9587	house arrest
9587	misdemeanor offenses
9587	offenders
9587	program evaluation
9587	supervised liberty
9588	convictions (law)
9588	court cases
9588	crime
9588	criminal justice system
9588	sentencing
9588	trials
9588	victims
9589	age
9589	arrests
9589	burglary
9589	crime rates
9589	demographic characteristics
9589	murder
9589	population characteristics
9589	race
9589	rape
9589	robbery
9590	aggravated assault
9590	arrest rates
9590	arson
9590	auto theft
9590	burglary
9590	cities
9590	demographic characteristics
9590	homicide
9590	inmate populations
9590	jail inmates
9590	jails
9590	larceny
9590	rape
9590	Uniform Crime Reports
9591	attitudes
9591	child care
9591	child rearing
9591	divorce
9591	domestic responsibilities
9591	families
9591	family structure
9591	gender roles
9591	marriage
9591	public opinion
9591	working mothers
9591	working women
9592	census data
9592	census methods
9592	demographic characteristics
9592	ethnicity
9592	household composition
9592	housing
9592	housing conditions
9592	population
9592	testing and measurement
9593	occupational categories
9593	occupational status
9593	occupations
9593	prestige
9593	socioeconomic status
9594	crime
9594	ethnicity
9594	homicide
9594	indictments
9594	inmates
9594	murder
9594	offenders
9594	plea negotiations
9594	sentencing
9594	verdicts
9595	after school programs
9595	attitudes
9595	children
9595	families
9595	family life
9595	lifestyles
9595	neighborhoods
9595	parents
9595	peer influence
9595	recreation
9595	schools
9596	information services
9596	libraries
9596	library services
9596	public libraries
9597	commuting (travel)
9597	energy assistance
9597	energy conservation
9597	energy consumption
9597	home ownership
9597	housing
9597	housing conditions
9597	housing costs
9597	housing occupancy
9597	housing units
9597	income
9597	Metropolitan Statistical Areas
9597	municipal services
9597	neighborhood conditions
9597	property insurance
9597	property taxes
9597	property values
9597	rental housing
9597	relocation
9597	transportation
9597	utility rates
9598	academic degrees
9598	associate degrees
9598	bachelors degrees
9598	colleges
9598	community colleges
9598	doctoral degrees
9598	earned degrees
9598	ethnicity
9598	higher education
9598	masters degrees
9598	postsecondary education
9598	universities
9599	alcohol consumption
9599	drinking behavior
9599	driving under the influence
9599	drunkenness
9599	perceptions
9600	demographic characteristics
9600	economic conditions
9600	families
9600	financial assets
9600	households
9600	government programs
9600	income
9600	income distribution
9600	labor force
9600	participation
9600	poverty programs
9600	public assistance programs
9600	unearned income
9600	unemployment
9600	wages and salaries
9600	wealth
9600	welfare services
9600	working hours
9601	associations
9601	funding
9601	interest groups
9601	lobbying
9601	memberships
9601	organizational behavior
9601	organizations
9602	abortion
9602	approval ratings
9602	Bush Administration (1989-1993)
9602	Bush, George H.W.
9602	capital punishment
9602	congressional elections
9602	defense spending
9602	drug abuse
9602	exit polls
9602	federal budget deficit
9602	gubernatorial elections
9602	household income
9602	issues
9602	party identification
9602	Persian Gulf War
9602	presidential election
9602	presidential performance
9602	savings and loans crisis
9602	United States Congress
9602	voting behavior
9603	abortion
9603	approval ratings
9603	Bush Administration (1989-1993)
9603	Bush, George H.W.
9603	capital punishment
9603	congressional elections
9603	defense spending
9603	demographic characteristics
9603	drug abuse
9603	exit polls
9603	federal budget deficit
9603	gubernatorial elections
9603	issues
9603	Persian Gulf War
9603	presidential performance
9603	public opinion
9603	savings and loans crisis
9603	senatorial elections
9603	voter preferences
9603	voting behavior
9604	abortion
9604	approval ratings
9604	Bush Administration (1989-1993)
9604	Bush, George H.W.
9604	congressional elections
9604	elections
9604	exit polls
9604	gubernatorial elections
9604	issues
9604	presidential elections
9604	presidential performance
9604	public opinion
9604	voter preferences
9604	voting behavior
9605	ability
9605	age discrimination
9605	age groups
9605	attitudes toward aging
9605	careers
9605	demographic characteristics
9605	living conditions
9605	older adults
9605	personality
9605	public opinion
9605	retirees
9605	social status
9606	associations
9606	church groups
9606	churches
9606	drinking behavior
9606	historical periods
9606	labor movement
9606	labor unions
9606	memberships
9606	religious movements
9606	social environment
9606	social history
9606	social movements
9606	social networks
9607	adult care services
9607	aging
9607	aging population
9607	housing conditions
9607	independent housing
9607	living conditions
9607	older adults
9607	place of residence
9607	population migration
9607	relocation
9607	social services
9608	Arab Israeli conflict
9608	attitudes
9608	Bush Administration (1989-1993)
9608	energy policy
9608	Hussein,Saddam
9608	international relations
9608	Middle East
9608	military intervention
9608	Persian Gulf War
9608	public opinion
9608	presidential performance
9608	social issues
9608	trade policy
9609	attitudes
9609	Bush Administration (1989-1993)
9609	Hussein, Saddam
9609	peace keeping missions
9609	Persian Gulf War
9609	political change
9609	political opposition
9609	post-war measures
9609	presidential performance
9609	public opinion
9610	attitudes
9610	Bush Administration (1989-1993)
9610	media coverage
9610	Quayle, Dan
9610	vice-presidency
9611	abortion
9611	Bush Administration (1989-1993)
9611	Bush, George H.W.
9611	civil rights
9611	economic conditions
9611	foreign relations
9611	free trade
9611	international trade
9611	national debt
9611	Persian Gulf War
9611	political issues
9611	political parties
9611	presidency
9611	presidential performance
9611	public confidence
9611	public opinion
9611	social issues
9612	abortion
9612	public aprroval
9612	public opinion
9612	Supreme Court nominations
9612	Thomas, Clarence
9612	United States Supreme Court
9613	Bush Administration (1989-1993)
9613	Bush, George H.W.
9613	diplomacy
9613	economic sanctions
9613	foreign policy
9613	foreign relations
9613	Gorbachev, Mikhail
9613	Hussein, Saddam
9613	international relations
9613	invasion
9613	Iraq
9613	military intervention
9613	oil imports
9613	presidential performance
9613	public opinion
9614	budget cuts
9614	Bush Administration (1989-1993)
9614	Bush, George H.W.
9614	congressional candidates
9614	congressional elections
9614	federal budget deficit
9614	leadership
9614	Medicare
9614	party identification
9614	political parties
9614	presidential
9614	public opinion
9614	reelection
9614	registered voters
9614	tax increases
9614	tax revenues
9614	United States House of Representatives
9614	voter attitudes
9614	voting behavior
9615	aggression
9615	baseball
9615	Bush Administration (1989-1993)
9615	Bush, George H.W.
9615	Cold War
9615	congressional elections (US House)
9615	Democratic Party (USA)
9615	divorce
9615	domestic relations
9615	economic policy
9615	federal budget deficit
9615	foreign policy
9615	marriage
9615	party affiliation
9615	Persian Gulf War
9615	political parties
9615	presidency
9615	professional sports
9615	public opinion
9615	Quayle, Dan
9615	recession
9615	reelection
9615	Republican Party (USA)
9615	savings and loans crisis
9615	state elections
9615	United States House of Representatives
9615	voter registration
9615	voting behavior
9616	attitudes
9616	Bush, George H.W.
9616	federal budget deficit
9616	foreign policy
9616	media influence
9616	national economy
9616	national elections
9616	political campaigns
9616	political ideologies
9616	presidency
9616	presidential performance
9616	public opinion
9616	quality of life
9616	recession
9616	savings and loans crisis
9616	social issues
9616	trust in government
9616	voter history
9616	voting behavior
9617	aggression
9617	Bush Administration (1989-1993)
9617	Bush, George H.W.
9617	congressional voting
9617	diplomacy
9617	eating habits
9617	family life
9617	foreign policy
9617	Hussein, Saddam
9617	invasion
9617	Iraq
9617	job mobility
9617	Middle East
9617	military intervention
9617	military operations
9617	mortgages
9617	nuclear weapons
9617	oil prices
9617	oil production
9617	party affiliation
9617	Persian Gulf War
9617	political parties
9617	presidency
9617	presidential performance
9617	public opinion
9617	Social Security tax
9617	voting behavior
9618	advertising
9618	birth control
9618	Bush Administration (1989-1993)
9618	Bush, George H.W.
9618	conflict
9618	diplomacy
9618	doctor visits
9618	economic sanctions
9618	emergency services
9618	emotional attachments
9618	extra-marital sex
9618	hospitals
9618	hostage negotiations
9618	hostages
9618	Hussein, Saddam
9618	illness
9618	intergenerational relations
9618	Iraq
9618	Kuwait
9618	marital relations
9618	marital status
9618	Middle East
9618	military draft
9618	military operations
9618	national economy
9618	negotiation
9618	parent child relationship
9618	peace negotiations
9618	Persian Gulf States
9618	prayer
9618	presidency
9618	presidential performance
9618	primary care
9618	professional sports
9618	public opinion
9618	religious beliefs
9618	Saudi Arabia
9618	trade barriers
9618	United States
9619	alliances
9619	Arab Americans
9619	Baker, James
9619	Bush Administration (1989-1993)
9619	Bush, George H.W.
9619	civilians
9619	combat
9619	congressional voting
9619	diplomacy
9619	FBI
9619	Gorbachev, Mikhail
9619	Hussein, Saddam
9619	military air strikes
9619	military alliances
9619	military operations
9619	military strategies
9619	negotiation
9619	Persian Gulf War
9619	presidential performances
9619	protest demonstrations
9619	public opinion
9619	sanctions
9619	terrorist attacks
9619	voting behavior
9619	war
9619	war casualties
9620	access to information
9620	Bush Administration (1989-1993)
9620	Bush, George H.W.
9620	combat
9620	demographic characteristics
9620	economic sanctions
9620	foreign policy
9620	Gorbachev, Mikhail
9620	invasion
9620	marital status
9620	media coverage
9620	military intervention
9620	national economy
9620	party preferences
9620	Persian Gulf War
9620	presidential performance
9620	public opinion
9620	Quayle, Dan
9620	Reagan Administration (1981-1989)
9620	Soviet Union
9620	terrorist attack
9620	United States Congress
9620	voter behavior
9620	voter preferences
9620	war casualties
9621	Bush Administration (1989-1993)
9621	Bush, George H.W.
9621	Cheney, Dick
9621	demographic characteristics
9621	drug abuse
9621	economic sanctions
9621	education
9621	environment
9621	federal budget deficit
9621	foreign policy
9621	homeless persons
9621	military intervention
9621	national economy
9621	party preferences
9621	Persian Gulf War
9621	political orientation
9621	presidential performance
9621	public opinion
9621	Quayle, Dan
9621	recession
9621	Schwartzkopf, Norman
9621	trends
9621	voter attitudes
9621	voting behavior
9622	baseball
9622	Bush Administration (1989-1993)
9622	Bush, George H.W.
9622	employment
9622	foreign policy
9622	home owners
9622	home ownership
9622	income
9622	inflation
9622	national economy
9622	personal finances
9622	police brutality
9622	police protection
9622	political parties
9622	presidency
9622	presidential candidates
9622	presidential performance
9622	public opinion
9622	Reagan Administration (1981-1989)
9622	Reagan, Ronald
9622	recession
9622	student behavior
9622	unemployment rate
9622	United States
9623	consumer attitudes
9623	consumer behavior
9623	consumer expectations
9623	consumer expenditures
9623	disposable income
9623	durable goods
9623	economic conditions
9623	employment
9623	inflation
9623	interest rates
9623	national economy
9623	personal finances
9623	price fluctuations
9623	purchasing
9624	consumer attitudes
9624	consumer behavior
9624	consumer expectations
9624	consumer expenditures
9624	disposable income
9624	durable goods
9624	economic conditions
9624	employment
9624	inflation
9624	interest rates
9624	national economy
9624	personal finances
9624	price fluctuations
9624	purchasing
9625	consumer attitudes
9625	consumer behavior
9625	consumer expectations
9625	consumer expenditures
9625	durable goods
9625	economic conditions
9625	employment
9625	national economy
9625	personal finances
9625	price fluctuations
9625	purchasing
9625	stock market conditions
9626	business conditions
9626	consumer attitudes
9626	consumer behavior
9626	consumer expectations
9626	consumer expenditures
9626	disposable income
9626	durable goods
9626	economic conditions
9626	employment
9626	inflation
9626	interest rates
9626	national economy
9626	personal finances
9626	price fluctuations
9626	purchasing
9627	automobiles
9627	consumer attitudes
9627	consumer behavior
9627	consumer expectations
9627	consumer expenditures
9627	durable goods
9627	economic conditions
9627	employment
9627	national economy
9627	personal finances
9627	price fluctuations
9627	purchasing
9627	stock market conditions
9628	consumer attitudes
9628	consumer behavior
9628	consumer expectations
9628	consumer expenditures
9628	disposable income
9628	durable goods
9628	economic conditions
9628	employment
9628	inflation
9628	interest rates
9628	national economy
9628	personal finances
9628	price fluctuations
9628	purchasing
9629	consumer attitudes
9629	consumer behavior
9629	consumer expectations
9629	consumer expenditures
9629	disposable income
9629	durable goods
9629	economic conditions
9629	employment
9629	inflation
9629	interest rates
9629	national economy
9629	personal finances
9629	price fluctuations
9629	purchasing
9630	consumer attitudes
9630	consumer behavior
9630	consumer expectations
9630	consumer expenditures
9630	disposable income
9630	durable goods
9630	economic conditions
9630	employment
9630	inflation
9630	interest rates
9630	national economy
9630	personal finances
9630	price fluctuations
9630	purchasing
9631	automobiles
9631	consumer attitudes
9631	consumer behavior
9631	consumer expectations
9631	consumer expenditures
9631	durable goods
9631	economic conditions
9631	employment
9631	national economy
9631	personal finances
9631	price fluctuations
9631	purchasing
9631	stock market conditions
9632	automobiles
9632	consumer attitudes
9632	consumer behavior
9632	consumer expectations
9632	consumer expenditures
9632	durable goods
9632	economic conditions
9632	employment
9632	national economy
9632	personal finances
9632	price fluctuations
9632	purchasing
9632	stock market conditions
9633	automobiles
9633	consumer attitudes
9633	consumer behavior
9633	consumer expectations
9633	consumer expenditures
9633	durable goods
9633	economic conditions
9633	employment
9633	national economy
9633	personal finances
9633	price fluctuations
9633	purchasing
9633	stock market conditions
9634	consumer attitudes
9634	consumer behavior
9634	consumer expectations
9634	consumer expenditures
9634	disposable income
9634	durable goods
9634	economic conditions
9634	employment
9634	inflation
9634	interest rates
9634	national economy
9634	personal finances
9634	price fluctuations
9634	purchasing
9635	consumer attitudes
9635	consumer behavior
9635	consumer expectations
9635	consumer expenditures
9635	disposable income
9635	durable goods
9635	economic conditions
9635	employment
9635	inflation
9635	interest rates
9635	national economy
9635	personal finances
9635	price fluctuations
9635	purchasing
9636	consumer attitudes
9636	consumer behavior
9636	consumer expectations
9636	consumer expenditures
9636	disposable income
9636	durable goods
9636	economic conditions
9636	employment
9636	inflation
9636	interest rates
9636	national economy
9636	personal finances
9636	price fluctuations
9636	purchasing
9637	consumer attitudes
9637	consumer behavior
9637	consumer expectations
9637	consumer expenditures
9637	durable goods
9637	economic conditions
9637	employment
9637	national economy
9637	personal finances
9637	price fluctuations
9637	purchasing
9637	stock market conditions
9638	business conditions
9638	consumer attitudes
9638	consumer behavior
9638	consumer expectations
9638	consumer expenditures
9638	disposable income
9638	durable goods
9638	economic conditions
9638	employment
9638	inflation
9638	interest rates
9638	national economy
9638	personal finances
9638	price fluctuations
9638	purchasing
9639	automobiles
9639	consumer attitudes
9639	consumer behavior
9639	consumer expectations
9639	consumer expenditures
9639	durable goods
9639	economic conditions
9639	employment
9639	national economy
9639	personal finances
9639	price fluctuations
9639	purchasing
9639	stock market conditions
9640	consumer attitudes
9640	consumer behavior
9640	consumer expectations
9640	consumer expenditures
9640	disposable income
9640	durable goods
9640	economic conditions
9640	employment
9640	inflation
9640	interest rates
9640	national economy
9640	personal finances
9640	price fluctuations
9640	purchasing
9641	consumer attitudes
9641	consumer behavior
9641	consumer expectations
9641	consumer expenditures
9641	disposable income
9641	durable goods
9641	economic conditions
9641	employment
9641	inflation
9641	interest rates
9641	national economy
9641	personal finances
9641	price fluctuations
9641	purchasing
9642	consumer attitudes
9642	consumer behavior
9642	consumer expectations
9642	consumer expenditures
9642	disposable income
9642	durable goods
9642	economic conditions
9642	employment
9642	inflation
9642	interest rates
9642	national economy
9642	personal finances
9642	price fluctuations
9642	purchasing
9643	automobiles
9643	consumer attitudes
9643	consumer behavior
9643	consumer expectations
9643	consumer expenditures
9643	durable goods
9643	economic conditions
9643	employment
9643	national economy
9643	personal finances
9643	price fluctuations
9643	purchasing
9643	stock market conditions
9644	automobiles
9644	consumer attitudes
9644	consumer behavior
9644	consumer expectations
9644	consumer expenditures
9644	durable goods
9644	economic conditions
9644	employment
9644	national economy
9644	personal finances
9644	price fluctuations
9644	purchasing
9644	stock market conditions
9645	automobiles
9645	consumer attitudes
9645	consumer behavior
9645	consumer expectations
9645	consumer expenditures
9645	durable goods
9645	economic conditions
9645	employment
9645	national economy
9645	personal finances
9645	price fluctuations
9645	purchasing
9645	stock market conditions
9646	consumer attitudes
9646	consumer behavior
9646	consumer expectations
9646	consumer expenditures
9646	disposable income
9646	durable goods
9646	economic conditions
9646	employment
9646	inflation
9646	interest rates
9646	national economy
9646	personal finances
9646	price fluctuations
9646	purchasing
9647	consumer attitudes
9647	consumer behavior
9647	consumer expectations
9647	consumer expenditures
9647	disposable income
9647	durable goods
9647	economic conditions
9647	employment
9647	inflation
9647	interest rates
9647	national economy
9647	personal finances
9647	price fluctuations
9647	purchasing
9648	consumer attitudes
9648	consumer behavior
9648	consumer expectations
9648	consumer expenditures
9648	disposable income
9648	durable goods
9648	economic conditions
9648	employment
9648	inflation
9648	interest rates
9648	national economy
9648	personal finances
9648	price fluctuations
9648	purchasing
9649	consumer attitudes
9649	consumer behavior
9649	consumer expectations
9649	consumer expenditures
9649	durable goods
9649	economic conditions
9649	employment
9649	national economy
9649	personal finances
9649	price fluctuations
9649	purchasing
9649	stock market conditions
9650	business conditions
9650	consumer attitudes
9650	consumer behavior
9650	consumer expectations
9650	consumer expenditures
9650	disposable income
9650	durable goods
9650	economic conditions
9650	employment
9650	inflation
9650	interest rates
9650	national economy
9650	personal finances
9650	price fluctuations
9650	purchasing
9651	automobiles
9651	consumer attitudes
9651	consumer behavior
9651	consumer expectations
9651	consumer expenditures
9651	durable goods
9651	economic conditions
9651	employment
9651	national economy
9651	personal finances
9651	price fluctuations
9651	purchasing
9651	stock market conditions
9652	consumer attitudes
9652	consumer behavior
9652	consumer expectations
9652	consumer expenditures
9652	disposable income
9652	durable goods
9652	economic conditions
9652	employment
9652	inflation
9652	interest rates
9652	national economy
9652	personal finances
9652	price fluctuations
9652	purchasing
9653	consumer attitudes
9653	consumer behavior
9653	consumer expectations
9653	consumer expenditures
9653	disposable income
9653	durable goods
9653	economic conditions
9653	employment
9653	inflation
9653	interest rates
9653	national economy
9653	personal finances
9653	price fluctuations
9653	purchasing
9654	consumer attitudes
9654	consumer behavior
9654	consumer expectations
9654	consumer expenditures
9654	disposable income
9654	durable goods
9654	economic conditions
9654	employment
9654	inflation
9654	interest rates
9654	national economy
9654	personal finances
9654	price fluctuations
9654	purchasing
9655	automobiles
9655	consumer attitudes
9655	consumer behavior
9655	consumer expectations
9655	consumer expenditures
9655	durable goods
9655	economic conditions
9655	employment
9655	national economy
9655	personal finances
9655	price fluctuations
9655	purchasing
9655	stock market conditions
9656	automobiles
9656	consumer attitudes
9656	consumer behavior
9656	consumer expectations
9656	consumer expenditures
9656	durable goods
9656	economic conditions
9656	employment
9656	national economy
9656	personal finances
9656	price fluctuations
9656	purchasing
9656	stock market conditions
9657	automobiles
9657	consumer attitudes
9657	consumer behavior
9657	consumer expectations
9657	consumer expenditures
9657	durable goods
9657	economic conditions
9657	employment
9657	national economy
9657	personal finances
9657	price fluctuations
9657	purchasing
9657	stock market conditions
9658	consumer attitudes
9658	consumer behavior
9658	consumer expectations
9658	consumer expenditures
9658	disposable income
9658	durable goods
9658	economic conditions
9658	employment
9658	inflation
9658	interest rates
9658	national economy
9658	personal finances
9658	price fluctuations
9658	purchasing
9659	consumer attitudes
9659	consumer behavior
9659	consumer expectations
9659	consumer expenditures
9659	disposable income
9659	durable goods
9659	economic conditions
9659	employment
9659	inflation
9659	interest rates
9659	national economy
9659	personal finances
9659	price fluctuations
9659	purchasing
9660	consumer attitudes
9660	consumer behavior
9660	consumer expectations
9660	consumer expenditures
9660	disposable income
9660	durable goods
9660	economic conditions
9660	employment
9660	inflation
9660	interest rates
9660	national economy
9660	personal finances
9660	price fluctuations
9660	purchasing
9661	consumer attitudes
9661	consumer behavior
9661	consumer expectations
9661	consumer expenditures
9661	durable goods
9661	economic conditions
9661	employment
9661	national economy
9661	personal finances
9661	price fluctuations
9661	purchasing
9661	stock market conditions
9662	business conditions
9662	consumer attitudes
9662	consumer behavior
9662	consumer expectations
9662	consumer expenditures
9662	disposable income
9662	durable goods
9662	economic conditions
9662	employment
9662	inflation
9662	interest rates
9662	national economy
9662	personal finances
9662	price fluctuations
9662	purchasing
9663	automobiles
9663	consumer attitudes
9663	consumer behavior
9663	consumer expectations
9663	consumer expenditures
9663	durable goods
9663	economic conditions
9663	employment
9663	national economy
9663	personal finances
9663	price fluctuations
9663	purchasing
9663	stock market conditions
9664	criminal histories
9664	disposition (legal)
9664	federal offenses
9664	felony offenses
9664	misdemeanor offenses
9664	offenders
9664	probation
9664	sentencing
9664	sentencing guidelines
9665	assault
9665	correctional facilities
9665	corrections management
9665	inmate classification
9665	inmates
9665	prison violence
9665	suicide
9666	arrests
9666	assault
9666	auto theft
9666	burglary
9666	career criminals
9666	criminal histories
9666	murder
9666	rape
9666	robbery
9667	assault
9667	auto theft
9667	citizen attitudes
9667	crime control
9667	crime rates
9667	drug law enforcement
9667	drug law offenses
9667	drug related crimes
9667	drug traffic
9667	larceny
9667	law enforcement agencies
9667	murder
9667	rape
9667	robbery
9668	criminal justice system
9668	demographic characteristics
9668	disposition (legal)
9668	gender
9668	offenders
9668	offenses
9668	race
9668	sanctions
9669	arrests
9669	assault
9669	auto theft
9669	burglary
9669	child abuse
9669	civil disorders
9669	crime patterns
9669	crime prevention
9669	crime rates
9669	deterrence
9669	kidnapping
9669	larceny
9669	neighborhoods
9669	petty theft
9669	rape
9669	robbery
9669	sex offenses
9670	crack cocaine
9670	criminality
9670	criminal justice system
9670	demographic characteristics
9670	drug abuse
9670	drug related crimes
9670	drug traffic
9670	drug treatment
9670	drug use
9671	armed robbery
9671	arrests
9671	burglary
9671	criminal histories
9671	judicial process
9671	male offenders
9671	prosecution
9671	sentencing
9672	adaptation
9672	aspirations
9672	birth
9672	children
9672	Cuban Americans
9672	demographic characteristics
9672	discrimination
9672	education
9672	ethnicity
9672	human behavior
9672	immigrants
9672	marital status
9672	memberships
9672	Mexican Americans
9672	motivation
9672	occupations
9672	parents
9672	religious beliefs
9672	residents
9672	salaries
9673	candidates
9673	congressional elections
9673	domestic policy
9673	economic conditions
9673	foreign policy
9673	gender roles
9673	government performance
9673	Medicare
9673	national elections
9673	Persian Gulf War
9673	philanthropy
9673	political affiliation
9673	political attitudes
9673	political awareness
9673	political campaigns
9673	political efficacy
9673	political issues
9673	political participation
9673	presidential elections
9673	public approval
9673	public opinion
9673	Social Security
9673	trust in government
9673	voter expectations
9673	voter history
9673	voting behavior
9674	cancer
9674	disease
9674	health behavior
9674	health care access
9674	health care costs
9674	health care services
9674	health expenditures
9674	health history
9674	health insurance
9674	health services utilization
9674	health status
9674	illness
9674	immunization
9674	insurance coverage
9674	medical care
9674	payment methods
9674	preventative medicine
9675	activities of daily living
9675	assisted living facilities
9675	assistive devices
9675	health care costs
9675	health care services
9675	health expenditures
9675	health insurance
9675	health services utilization
9675	institutional care
9675	insurance coverage
9675	long term care
9675	medical care
9675	nursing homes
9675	payment methods
9675	supportive services
9676	assisted living facilities
9676	developmentally disabled
9676	facilities
9676	health care costs
9676	health care services
9676	health expenditures
9676	health insurance
9676	health services utilization
9676	institutional care
9676	insurance coverage
9676	long term care
9676	medical care
9676	nursing homes
9676	payment methods
9676	population characteristics
9677	assisted living facilities
9677	caregivers
9677	developmentally disabled
9677	facilities
9677	health care costs
9677	health care services
9677	health expenditures
9677	health insurance
9677	health services utilization
9677	insurance coverage
9677	long term care
9677	medical care
9677	nursing homes
9677	payment methods
9677	personnel
9677	population characteristics
9678	Alzheimers disease
9678	assisted living facilities
9678	facilities
9678	health care costs
9678	health care services
9678	health expenditures
9678	health insurance
9678	health services utilization
9678	institutional care
9678	insurance coverage
9678	long term care
9678	medical care
9678	nursing homes
9678	payment methods
9678	personnel
9678	population characteristics
9680	cities
9680	constitutions
9680	corporations
9680	counties
9680	delegates
9680	demographic characteristics
9680	demographic statistics
9680	historical data
9680	local government
9680	nineteenth century
9680	party membership
9680	population
9680	railroads
9680	towns
9680	voting behavior
9680	voting districts
9681	activities of daily living
9681	aging
9681	caregivers
9681	diet
9681	family relations
9681	health care services
9681	health services utilization
9681	health status
9681	life satisfaction
9681	live expectancy
9681	living arrangements
9681	marriage rates
9681	medical conditions
9681	Medicare
9681	older adults
9681	perceptions
9681	quality of life
9682	drug use
9682	family relationships
9682	juveniles
9682	kidnapping
9682	missing children
9684	adults
9684	alcohol abuse
9684	criminality
9684	delinquent behavior
9684	drug abuse
9684	historical data
9684	juveniles
9684	offenses
9685	alcohol consumption
9685	arrest rates
9685	crime
9685	drinking age
9685	driving under the influence
9685	fatalities
9685	traffic accidents
9686	aggravated assault
9686	drug law offenses
9686	drug testing
9686	felony offenses
9686	juvenile justice
9686	juvenile offenders
9686	juveniles
9686	property crimes
9686	psychological evaluation
9686	sex offenses
9686	substance abuse
9686	urinalysis
9686	youths at risk
9687	consumer attitudes
9687	consumer protection
9687	credit
9687	debt
9687	financial assets
9687	financial institutions
9687	household budgets
9687	job history
9687	loans
9687	pension plans
9688	age
9688	census data
9688	census regions
9688	demographic characteristics
9688	ethnicity
9688	Hispanic origins
9688	household composition
9688	housing
9688	housing conditions
9688	population
9688	population characteristics
9688	race
9688	states (USA)
9689	Alaskan Natives
9689	health care costs
9689	health care services
9689	health expenditures
9689	health insurance
9689	health services utilization
9689	insurance coverage
9689	medical care
9689	Native Americans
9689	payment methods
9689	traditional medicine
9690	commuting (travel)
9690	energy assistance
9690	energy conservation
9690	energy consumption
9690	home ownership
9690	housing
